OCC_NO,OCC_YEAR,OCC_DATE,CLASS_ID,OCC_TYPE,ACC_INC_TYPE,PROVINCE,LOCATION,TERRAIN_TYPE,FACILITY_NAME,FACILITY_TYPE,PIPELINE_CO,PIPELINE_TYPE_CO,PROD_RELEASED_IND,PRODUCT_TYPE,QUANTITY_LOST,DETECTION_METHOD,LOCATION_ON_PIPELINE,ENVIRO_DAMAGE_IND,PROPERTY_DAMAGE_IND,FIRE_IND,EXPLOSION_IND,NO_EVACUATED,FATALITIES,SERIOUS_INJURIES,PRODUCTION_DT
P12H0098,2012,2012-06-19,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,NORTHWEST TERRITORIES,NORMAN WELLS,MARGINAL LAND,"6 "" PIPELINE",GATHERING LINE,IMPERIAL OIL,LVP/HVP,YES,PETROLEUM CRUDE OIL,0.3,PIPELINE EMPLOYEE,WELL HEAD PIPING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0099,2012,2012-05-14,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ONTARIO,CAMBRIDGE,STATION PROPERTY,WESTOVER PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,0.16,PIPELINE EMPLOYEE,PUMP SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0100,2012,2012-05-28,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,MANITOBA,PORTAGE LA PRAIRIE,STATION PROPERTY,PORTAGE LA PRAIRIE PUMP STATION NO. 25,PUMP STATION,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,STEM SEAL VENT,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0101,2012,2012-05-28,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY TERMINAL,TERMINAL,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,VALVE PACKING MOV 2040,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0102,2012,2012-05-31,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,CARON,STATION PROPERTY,CARON PUMP STATION NO. 15,PUMP STATION,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,STEM,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0103,2012,2012-06-23,3,ACCIDENT,COMPRESSOR STATION - FIRE/EXPLOSION,BRITISH COLUMBIA,FORT ST. JOHN,INDUSTRIAL,COMPRESSOR STATION N4,COMPRESSOR STATION,WESTCOAST ENERGY (SPECTRA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,ISOLATION VALVE NO. 409 AT COMPRESSOR STATION N4,NO,YES,YES,NO,2,0,2,2017-03-15T16:18:52
P12H0104,2012,2012-06-27,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,NOVA SCOTIA,GOLDBORO,INDUSTRIAL,GOLDBORO GAS PLANT,GAS PROCESSING PLANT,EXXONMOBIL CANADA,GAS,YES,OTHER,,PIPELINE EMPLOYEE,FLANGE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0105,2012,2012-06-28,3,ACCIDENT,LINE PIPE - FIRE/IGNITION/EXPLOSION,BRITISH COLUMBIA,BUICK,MARGINAL LAND,NIG CREEK,GATHERING LINE,WESTCOAST ENERGY (SPECTRA),GAS,YES,SOUR GAS,,SCADA,PIPE BODY,YES,NO,YES,YES,0,0,0,2017-03-15T16:18:52
P12H0106,2012,2012-06-29,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHARLIE LAKE,MARGINAL LAND,"26"" BC TRUNK",GATHERING LINE,WESTCOAST ENERGY (SPECTRA),GAS,YES,SOUR GAS,,PIPELINE EMPLOYEE,CHECK VALVE GASKET MP 20.5,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0107,2012,2012-06-05,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,MOOSOMIN,STATION PROPERTY,MOOSOMIN PUMP STATION NO. 21,PUMP STATION,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,VALVE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0108,2012,2012-06-11,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,CARON,STATION PROPERTY,CARON PUMP STATION NO. 15,PUMP STATION,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,VALVE STEM,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0109,2012,2012-06-12,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY TERMINAL,TERMINAL,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,STEM PACKING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0110,2012,2012-06-12,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY TERMINAL,TERMINAL,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,STEM PACKING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0111,2012,2012-06-12,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY TERMINAL,TERMINAL,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,STEM PACKING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0112,2012,2012-06-18,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,GRENFELL,STATION PROPERTY,GRENFELL PUMP STATION NO. 19,PUMP STATION,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,PIPE NIPPLE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0113,2012,2012-07-10,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ALBERTA,GRANDE PRAIRIE,STATION PROPERTY,GOLD CREEK COMPRESSOR STATION,COMPRESSOR STATION,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,FLANGE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0114,2012,2012-07-11,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NORTHWEST TERRITORIES,NORMAN WELLS,STATION PROPERTY,E-36X,GATHERING LINE,IMPERIAL OIL,LVP/HVP,YES,LIQUIFIED PETROLEUM GAS,1,PIPELINE EMPLOYEE,SURFACE CASING VENT,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0115,2012,2012-06-29,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,TAYLOR,STATION PROPERTY,MCMAHON PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,,PIPELINE EMPLOYEE,SUPHUR RELEASE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0116,2012,2012-06-04,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,SASKATCHEWAN,MIDALE,STATION PROPERTY,MIDALE TERMINAL,TERMINAL,ENBRIDGE PIPELINES (WESTPUR) INC.,LVP,YES,PETROLEUM CRUDE OIL,0.15,PIPELINE EMPLOYEE,CHECK VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0118,2012,2012-07-25,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,TAYLOR,STATION PROPERTY,MCMAHON PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,,PIPELINE EMPLOYEE,MOLTEN SULPHUR RELEASE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0119,2012,2012-07-31,5,INCIDENT,COMPRESSOR STATION - OTHER,ONTARIO,IGNACE,STATION PROPERTY,COMPRESSOR STATION 58,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,NO,N/A,0,PIPELINE EMPLOYEE,EXHAUST SILENCER,NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P12H0120,2012,2012-07-12,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY TERMINAL,TERMINAL,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,SUCTION LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0121,2012,2012-07-04,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,REGINA,STATION PROPERTY,REGINA TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,0.01,PIPELINE EMPLOYEE,FITTING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0122,2012,2012-08-10,5,INCIDENT,LINE PIPE - 3RD PARTY DAMAGE NO RELEASE,ALBERTA,BROOKS,MARGINAL LAND,MATZHIWIN NORTHEAST LATERAL,TRANSMISSION LINE,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0123,2012,2012-08-09,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,NEW BRUNSWICK,FREDERICTON,STATION PROPERTY,FREDERICTON METER (& PRS) STATION,METER STATION,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,FLANGE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0124,2012,2012-08-03,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,NEW BRUNSWICK,SAINT JOHN,STATION PROPERTY,BRUNSWICK LATERAL,TRANSMISSION LINE,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,MLV 20,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0125,2012,2012-08-06,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NORTHWEST TERRITORIES,NORMAN WELLS,STATION PROPERTY,WELL M-42,OTHER,IMPERIAL OIL,LVP/HVP,YES,PETROLEUM CRUDE OIL,0.16,PIPELINE EMPLOYEE,STUFFING BOX,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0126,2012,2012-08-14,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NORTHWEST TERRITORIES,NORMAN WELLS,STATION PROPERTY,NORMAN WELLS TERMINAL,TERMINAL,ENBRIDGE PIPELINES (NW) LTD.(FORMERLY IPL(NW) LTD),LVP,YES,PETROLEUM CRUDE OIL,0.32,PIPELINE EMPLOYEE,SUMP OVERFLOW,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0127,2012,2012-08-20,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NEW BRUNSWICK,SAINT JOHN,STATION PROPERTY,ST. JOHN PRESSURE REDUCING STATION,OTHER,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,BODY BLEED VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0128,2012,2012-08-22,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ALBERTA,BROOKS,STATION PROPERTY,COMPRESSOR STATION 396,COMPRESSOR STATION,FOOTHILLS PIPE LINE LTD. (TRANSCANADA),GAS,YES,NATURAL GAS,,SCADA,AUXILIARY POWER UNIT,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0129,2012,2012-08-21,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ONTARIO,JELLICOE,MARGINAL LAND,LINE 100-1,TRANSMISSION LINE,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,PIPE BODY LINE 100-1,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0130,2012,2012-10-09,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ONTARIO,KENORA,AGRICULTURAL LAND,LINE 100-1,TRANSMISSION LINE,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,MLV 46-1 + 1.288 KM PIPE BOCY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0131,2012,2012-08-22,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,FORT NELSON,STATION PROPERTY,FORT NELSON PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,,PIPELINE EMPLOYEE,OULET NOZZLE OF TRAIN 11 #1 CONDENSOR,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0132,2012,2012-08-24,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,IGNACE,STATION PROPERTY,COMPRESSOR STATION 58,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,FUEL GAS REGULATOR,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0133,2012,2012-08-28,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NEW BRUNSWICK,MONCTON,MARGINAL LAND,MAINLINE,TRANSMISSION LINE,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,POWER GAS FILTER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0135,2012,2012-09-09,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,SOUR GAS,,LEAK DETECTION,PIPE NIPPLE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0136,2012,2012-09-10,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NEW BRUNSWICK,MUSQUASH,MARGINAL LAND,ST JOHN LATERAL,TRANSMISSION LINE,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,PIG RECEIVER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0137,2012,2012-09-11,5,INCIDENT,PUMP STATION - OTHER,SASKATCHEWAN,CARON,STATION PROPERTY,CARON PUMP STATION NO. 15,PUMP STATION,KEYSTONE PIPELINE (TRANSCANADA),LVP,NO,N/A,0,OUTSIDE PARTY,STATION TRANSFORMER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0138,2012,2012-09-17,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NEW BRUNSWICK,SAINT JOHN,STATION PROPERTY,ST. JOHN PRESSURE REDUCING STATION,OTHER,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,FITTINGS,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0139,2012,2012-09-17,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,SASKATCHEWAN,SHAUNAVON,STATION PROPERTY,COMPRESSOR STATION 393,COMPRESSOR STATION,FOOTHILLS PIPE LINE LTD. (TRANSCANADA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,BURNER FEED PIPE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0140,2012,2012-09-04,5,INCIDENT,LINE PIPE - OTHER,ALBERTA,GRANDE PRAIRIE,MARGINAL LAND,GRANDE PRAIRIE MAINLINE LOOP,TRANSMISSION LINE,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,NO,N/A,0,INTERNAL INSPECTION,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0141,2012,2012-09-21,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NEW BRUNSWICK,FLUME RIDGE,MARGINAL LAND,ST JOHN LATERAL,TRANSMISSION LINE,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,FLANGE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0142,2012,2012-09-21,5,ACCIDENT,METER STATION - FIRE/EXPLOSION,ALBERTA,ALDER FLATS,STATION PROPERTY,MINNEHIK BUCK LAKE METER STATION,METER STATION,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,BATTERY CHARGER,NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P12H0143,2012,2012-09-26,5,INCIDENT,PUMP STATION - OTHER,ALBERTA,HARDISTY,STATION PROPERTY,LAKESEND PUMP STATION NO. 6,PUMP STATION,KEYSTONE PIPELINE (TRANSCANADA),LVP,NO,N/A,0,PIPELINE EMPLOYEE,PIPE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0144,2012,2012-09-26,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,MANITOBA,RAPID CITY,STATION PROPERTY,COMPRESSOR STATION 30,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,FITTING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0145,2012,2012-09-27,5,ACCIDENT,PUMP STATION - FIRE/EXPLOSION,SASKATCHEWAN,KERROBERT,STATION PROPERTY,KERROBERT PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,NO,N/A,0,PIPELINE EMPLOYEE,FLARE STACK,NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P12H0146,2012,2012-09-28,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,NEW BRUNSWICK,FREDERICTON,STATION PROPERTY,FREDERICTON METER (& PRS) STATION,METER STATION,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0147,2012,2012-10-02,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,MANITOBA,RAPID CITY,STATION PROPERTY,COMPRESSOR STATION 30,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,FITTING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0148,2012,2012-10-02,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,MANITOBA,NEEPAWA,STATION PROPERTY,NEEPAWA SALES METER STATION,METER STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,ORIFICE PLATE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0149,2012,2012-10-04,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ALBERTA,ROSEMARY,AGRICULTURAL LAND,COUNTESS WEST LATERAL NPS4,TRANSMISSION LINE,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0153,2012,2012-10-29,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,ONTARIO,SARNIA,STATION PROPERTY,SARNIA TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,7.44,PIPELINE EMPLOYEE,TANK MIXER SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0154,2012,2012-10-25,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,KAPUSKASING,STATION PROPERTY,COMPRESSOR STATION 95,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,CHECK VALVE FITTING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0155,2012,2012-08-26,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ALBERTA,ELMWORTH,AGRICULTURAL LAND,ELMWORTH GATHERING SYSTEM,GATHERING LINE,BURLINGTON RESOURCES CANADA (HUNTER) LTD.,GAS,YES,NATURAL GAS,,OUTSIDE PARTY,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0156,2012,2012-08-14,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,NORTHWEST TERRITORIES,NORMAN WELLS,STATION PROPERTY,NORMAN WELLS TERMINAL,TERMINAL,ENBRIDGE PIPELINES (NW) LTD.(FORMERLY IPL(NW) LTD),LVP,YES,PETROLEUM CRUDE OIL,0.318,PIPELINE EMPLOYEE,SUMP,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0158,2012,2012-08-19,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NORTHWEST TERRITORIES,NORMAN WELLS,STATION PROPERTY,CENTRAL PROCESSING FACILITY,TERMINAL,IMPERIAL OIL,LVP/HVP,YES,PETROLEUM CRUDE OIL,0.465,PIPELINE EMPLOYEE,PIPE EXPANSION JOINT,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0159,2012,2012-10-27,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,MILDEN,STATION PROPERTY,MILDEN PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,REFINED PRODUCTS,,PIPELINE EMPLOYEE,DRAIN LINE VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0160,2012,2012-10-29,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ALBERTA,SLAVE LAKE,MARGINAL LAND,MITSUE LATERAL,TRANSMISSION LINE,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,"4""GATE VALVE",NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0161,2012,2012-10-31,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,BRITISH COLUMBIA,MOYIE,STATION PROPERTY,"STATION 2B, MOYIE",COMPRESSOR STATION,TRANSCANADA PIPELINES LTD. - BC SYSTEM,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,SEAL GAS FILTER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0162,2012,2012-11-08,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NEW BRUNSWICK,LINCOLN,MARGINAL LAND,MAINLINE,TRANSMISSION LINE,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,FITTING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0163,2012,2012-11-14,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,NEW BRUNSWICK,SALISBURY,STATION PROPERTY,CORRIDOR METER STATION,METER STATION,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,POWER GAS SUPPLY REGULATOR,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0164,2012,2012-11-15,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ALBERTA,FOX CREEK,STATION PROPERTY,BERLAND COMPRESSOR STATION,COMPRESSOR STATION,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,YES,NATURAL GAS,,SCADA,PIPE NIPPLE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0165,2012,2012-11-17,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,SASKATCHEWAN,SHAUNAVON,STATION PROPERTY,COMPRESSOR STATION 392,COMPRESSOR STATION,FOOTHILLS PIPE LINE LTD. (TRANSCANADA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,COMPRESSOR UNIT DISCHARGE VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0166,2012,2012-11-17,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,MARGINAL LAND,GRIZZLY BULL MOOSE,GATHERING LINE,WESTCOAST ENERGY (SPECTRA),GAS,YES,SOUR GAS,,PIPELINE EMPLOYEE,SENDING BARREL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0167,2012,2012-11-21,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,QUEBEC,BEAUHARNOIS,MARGINAL LAND,LINE 700-1,TRANSMISSION LINE,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,VENT PIPING ON PORTABLE GAS COMPRESSOR,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0168,2012,2012-11-24,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,REGINA,STATION PROPERTY,REGINA TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,NATURAL GAS LIQUIDS,,SCADA,SEAL ON DENSITOMETER PUMP,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0169,2012,2012-11-26,5,INCIDENT,METER STATION - 3RD PARTY DAMAGE NO RELEASE,ALBERTA,COALHURST,STATION PROPERTY,MONARCH NORTH B SALES METER STATION,METER STATION,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,VALVE RISER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0170,2012,2012-11-26,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,NOVA SCOTIA,GOLDBORO,STATION PROPERTY,GOLDBORO METER STATION,METER STATION,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,FLANGE ON FILTER SEPARATORS,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P12H0171,2012,2012-12-07,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NEW BRUNSWICK,SAINT JOHN,STATION PROPERTY,ST. JOHN PRESSURE REDUCING STATION,OTHER,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,FILTER VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
